YEAR,WEEK,ALABAMA,ALASKA,ARIZONA,ARKANSAS,CALIFORNIA,COLORADO,CONNECTICUT,DELAWARE,DISTRICT OF COLUMBIA,FLORIDA,GEORGIA,HAWAII,IDAHO,ILLINOIS,INDIANA,IOWA,KANSAS,KENTUCKY,LOUISIANA,MAINE,MARYLAND,MASSACHUSETTS,MICHIGAN,MINNESOTA,MISSISSIPPI,MISSOURI,MONTANA,NEBRASKA,NEVADA,NEW HAMPSHIRE,NEW JERSEY,NEW MEXICO,NEW YORK,NORTH CAROLINA,NORTH DAKOTA,OHIO,OKLAHOMA,OREGON,PENNSYLVANIA,RHODE ISLAND,SOUTH CAROLINA,SOUTH DAKOTA,TENNESSEE,TEXAS,UTAH,VERMONT,VIRGINIA,WASHINGTON,WEST VIRGINIA,WISCONSIN,WYOMING
1966,1,7,-,29,-,7,-,11,-,-,-,-,1,1,17,21,6,-,14,-,4,6,10,25,2,-,1,11,-,-,9,-,-,-,-,7,-,-,22,1,6,4,-,23,-,-,2,3,70,23,40,1
1966,2,1,-,53,-,43,2,30,-,-,-,-,4,3,81,57,34,-,17,-,8,5,20,53,7,-,2,35,-,-,-,-,-,167,-,7,-,-,33,-,3,-,-,40,-,2,-,5,88,8,122,-
1966,3,1,-,35,-,74,16,39,1,-,16,-,5,-,46,31,17,-,42,-,7,1,20,28,3,-,-,4,-,-,1,-,-,54,-,8,-,-,40,2,19,6,-,45,-,2,27,10,79,14,130,1
1966,4,-,-,37,-,73,11,50,4,-,21,-,1,1,39,15,32,-,33,-,11,10,20,44,8,-,-,9,-,-,2,-,-,41,-,4,-,-,30,1,3,-,-,76,1,6,31,5,89,29,132,-
1966,5,-,8,162,-,46,9,72,-,-,17,-,2,-,39,47,51,-,15,-,5,5,102,38,-,-,-,15,-,-,-,-,-,43,-,10,-,-,44,-,13,1,-,55,-,-,1,14,150,40,149,1
1966,6,1,5,127,1,104,13,44,3,-,11,-,9,56,24,31,56,-,142,-,2,6,93,117,8,-,-,3,-,-,5,-,-,76,-,8,29,-,28,-,9,1,-,47,-,2,7,3,108,17,141,-
1966,7,1,1,101,-,74,16,44,2,-,7,-,2,8,104,124,43,-,132,-,10,19,53,91,1,-,-,1,-,-,1,-,-,66,-,4,36,-,37,-,3,10,-,84,6,4,5,12,153,63,128,-
1966,8,3,1,83,-,67,22,40,1,-,25,-,-,8,87,54,52,-,95,-,9,1,13,64,5,-,3,4,-,-,-,-,-,57,-,8,37,-,34,-,1,4,-,39,-,2,2,33,93,37,193,-
1966,9,3,2,114,-,124,15,99,1,-,43,-,6,-,81,71,52,-,17,-,3,17,43,161,6,-,-,6,-,-,7,-,-,68,-,1,44,-,26,-,-,18,-,61,-,5,5,13,186,11,176,-
1966,10,7,3,161,-,133,19,84,2,-,42,-,2,12,141,87,39,-,71,-,12,5,26,128,3,-,-,9,-,-,14,-,-,85,-,1,41,-,42,3,4,18,-,65,2,6,3,62,112,96,187,-
1966,11,-,2,150,-,115,19,110,6,-,32,-,4,5,183,89,105,-,185,-,6,35,74,53,16,-,-,5,-,-,16,-,-,104,-,5,22,-,24,3,3,21,-,82,1,1,-,55,109,31,236,3
1966,12,4,2,135,-,203,35,87,2,-,116,-,5,11,107,89,68,-,48,-,3,36,57,124,-,-,2,151,-,-,-,-,-,149,-,3,65,-,38,6,4,42,-,77,18,3,4,98,105,34,244,-
1966,13,5,5,82,-,131,15,107,3,-,60,-,8,16,91,74,44,-,55,-,11,9,92,84,2,-,1,-,-,-,-,-,-,141,-,6,42,-,39,2,10,31,-,79,2,4,5,35,84,32,221,-
1966,14,5,6,118,1,148,13,53,-,2,24,-,-,-,110,82,121,-,24,-,18,15,75,104,6,-,4,14,3,-,2,-,-,126,-,1,40,-,48,2,44,14,-,65,7,1,3,15,77,23,339,-
1966,15,7,4,130,-,119,40,102,-,-,65,-,3,2,96,155,73,-,21,-,-,12,81,146,-,-,1,6,-,-,4,-,-,122,-,7,147,-,31,14,21,11,-,109,12,-,3,21,140,16,164,-
1966,16,6,12,91,-,141,17,115,-,-,88,-,6,3,79,166,113,-,230,-,5,7,123,94,12,-,-,11,-,-,2,-,-,85,-,1,33,-,20,2,7,5,-,120,15,4,5,23,85,16,-,50
1966,17,1,2,75,-,166,38,61,-,1,57,-,7,-,82,152,111,-,48,-,24,20,73,100,1,-,1,7,-,-,-,-,-,73,-,3,192,-,30,1,10,19,-,146,6,1,-,55,126,79,183,50
1966,18,6,10,147,1,80,34,43,2,1,104,-,5,-,77,89,234,-,52,-,7,4,104,82,-,-,1,10,-,-,3,-,-,91,-,3,23,-,49,4,6,6,-,172,3,2,1,43,83,16,182,-
1966,19,16,1,79,-,107,37,135,9,1,104,-,2,2,197,61,133,-,-,-,12,23,96,135,-,-,1,-,-,-,-,-,-,78,-,7,50,-,35,7,20,15,-,165,7,7,1,92,81,22,-,2
1966,20,6,2,105,-,126,34,85,-,-,66,-,7,1,135,117,116,-,19,-,16,18,101,129,8,-,4,12,-,-,7,-,-,99,-,9,30,-,38,2,14,5,-,183,13,4,6,39,56,42,166,125
1966,21,2,1,50,-,111,15,99,4,-,38,-,-,6,102,170,66,-,195,-,6,26,150,238,-,-,4,1,-,-,2,-,-,96,-,5,67,-,17,10,3,7,-,134,12,3,3,58,112,48,192,1
1966,22,1,-,62,-,109,26,85,-,-,109,-,2,1,156,83,32,-,52,-,19,11,108,50,6,-,-,10,-,-,-,-,-,93,-,2,24,-,15,3,15,4,-,93,8,2,11,54,146,37,196,3
1966,23,3,2,87,1,59,53,59,2,-,70,-,-,-,106,78,87,-,110,-,6,5,122,151,5,-,5,5,-,-,-,-,-,64,-,3,21,-,24,7,9,2,-,99,-,1,17,16,93,45,235,1
1966,24,3,-,62,-,51,35,67,-,-,31,-,6,3,253,53,102,-,16,-,7,14,90,142,6,-,7,5,-,-,1,-,-,38,-,4,30,-,36,1,1,5,-,76,2,1,-,23,32,13,134,-
1966,25,1,2,16,-,34,10,66,-,1,22,-,7,-,21,18,10,-,81,-,6,5,81,44,-,-,-,5,1,-,-,-,-,73,-,-,12,-,21,2,4,-,-,67,-,2,2,15,19,45,82,-
1966,26,3,1,36,1,5,15,18,1,1,35,-,-,-,24,39,1,-,11,-,3,9,29,74,-,-,2,-,-,-,9,-,-,73,-,2,13,-,6,-,-,-,1,38,2,-,5,23,10,38,71,-
1966,27,4,2,17,-,7,19,39,1,-,30,-,6,-,54,22,5,-,11,-,5,7,24,55,-,-,1,1,-,-,2,-,-,28,-,1,9,-,16,2,7,1,-,77,1,-,-,19,8,7,53,-
1966,28,1,6,20,-,18,17,25,-,-,18,-,2,3,22,52,1,-,8,-,6,9,24,37,-,-,-,-,-,-,2,-,-,46,-,5,4,-,14,-,3,1,-,50,2,4,1,30,6,14,56,-
1966,29,4,-,22,-,4,8,25,-,-,10,-,2,-,8,19,-,-,5,-,6,4,10,31,-,-,8,-,-,-,-,-,-,33,-,-,5,-,26,1,-,3,-,17,2,-,-,19,8,2,52,-
1966,30,-,-,15,-,3,4,13,-,-,4,-,3,-,15,9,-,-,11,-,5,2,8,25,1,-,-,2,-,-,-,-,-,19,-,2,8,-,10,-,-,2,-,12,3,-,1,5,11,-,46,-
1966,31,1,1,18,-,8,10,8,-,-,12,-,-,1,10,5,-,-,23,-,10,2,6,15,-,-,-,-,-,-,-,-,-,35,-,-,5,-,5,-,2,-,1,19,1,-,4,3,15,10,51,-
1966,32,-,4,13,-,2,6,16,-,-,1,-,2,-,8,12,2,-,4,-,14,4,3,44,-,-,1,-,-,-,-,-,-,24,-,4,2,-,5,-,4,3,-,24,-,-,-,2,6,8,84,-
1966,33,-,-,9,-,4,8,15,-,-,4,-,1,1,5,6,2,-,4,-,5,2,-,13,-,-,-,-,-,-,-,-,-,15,-,-,4,-,8,1,3,-,-,10,-,-,-,2,24,18,63,1
1966,34,5,1,4,-,6,1,14,2,2,14,-,4,1,2,4,2,-,4,-,13,6,5,7,-,-,-,-,-,-,-,-,-,12,-,2,6,-,5,-,8,-,-,8,-,-,-,-,5,7,54,-
1966,35,-,1,6,-,10,27,7,-,1,-,-,-,-,2,14,1,-,3,-,1,-,7,11,-,-,-,-,-,-,-,-,-,17,-,-,6,-,3,-,3,3,-,17,3,-,-,4,20,3,55,-
1966,36,-,-,-,-,-,4,4,-,-,8,-,2,-,10,4,4,-,3,-,3,1,3,15,-,-,1,6,-,-,-,-,-,7,-,-,5,-,10,-,-,-,-,6,-,1,-,5,4,4,46,-
1966,37,-,-,4,-,8,5,7,-,-,3,-,1,1,5,9,2,-,2,-,6,2,5,30,-,-,-,-,-,-,-,-,-,17,-,-,1,-,11,-,-,4,-,1,2,-,-,5,5,12,37,-
1966,38,-,-,4,-,8,-,13,-,1,9,-,-,-,18,4,7,-,4,-,10,1,5,17,-,-,-,-,-,-,-,-,-,14,-,2,4,-,14,2,1,-,-,8,-,-,-,3,23,11,33,-
1966,39,-,2,5,-,18,5,18,-,-,-,-,2,1,12,6,3,-,1,-,7,-,5,9,-,-,1,-,-,-,-,-,-,5,-,1,8,-,10,-,-,-,-,2,-,-,-,4,70,2,39,-
1966,40,-,2,2,1,14,9,12,3,1,21,-,5,-,21,11,4,-,2,-,2,1,1,24,-,-,1,-,-,-,1,-,-,10,-,-,15,-,18,3,1,-,-,5,-,-,-,-,23,1,19,-
1966,41,-,1,9,-,10,6,13,-,1,10,-,1,-,9,1,4,-,3,-,9,1,6,12,1,-,-,1,-,-,-,-,-,14,-,2,8,-,6,-,2,3,-,3,-,1,2,-,35,4,24,-
1966,42,-,-,6,-,28,-,12,-,2,6,-,-,2,19,8,8,-,2,-,3,7,10,12,3,-,-,1,-,-,1,-,-,10,-,1,8,-,3,-,1,-,-,1,2,1,-,5,46,4,32,-
1966,43,-,2,10,-,10,6,10,-,-,4,-,1,-,7,4,7,-,1,-,6,2,9,14,4,-,1,10,-,-,-,-,-,24,-,4,14,-,13,1,1,-,-,16,-,2,-,-,49,2,20,-
1966,44,1,4,5,-,18,2,13,-,-,8,-,1,2,4,9,17,-,-,-,3,3,6,18,-,-,-,-,1,-,-,-,-,23,-,-,3,-,9,-,-,-,-,18,-,-,-,5,-,1,28,-
1966,45,-,2,26,-,7,4,23,-,-,8,-,3,-,14,30,4,-,11,-,7,-,5,14,2,-,3,-,-,-,-,-,-,10,-,2,2,-,17,-,2,3,-,3,2,-,1,-,-,1,33,-
1966,46,-,-,3,-,18,18,14,3,-,9,-,1,-,4,17,-,-,12,-,19,2,7,21,1,-,-,3,-,-,-,-,-,15,-,3,3,-,19,1,1,3,-,7,-,-,-,-,41,6,12,-
1966,47,-,1,5,-,17,1,27,1,-,12,-,-,7,10,5,9,-,19,-,9,7,7,19,-,-,-,-,-,-,-,-,-,15,-,4,12,-,13,-,1,-,-,9,1,5,-,4,35,2,35,-
1966,48,1,3,9,4,22,7,24,-,-,2,-,1,-,15,13,9,-,5,-,12,1,15,14,1,-,1,3,-,-,-,-,-,-,-,4,5,-,47,-,3,1,-,4,-,1,-,3,90,10,37,-
1966,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1966,50,-,3,18,-,34,6,21,-,-,10,-,1,-,9,7,15,-,4,-,10,3,8,30,3,-,-,1,-,-,-,-,-,11,-,10,15,-,28,-,2,-,-,9,-,-,-,2,64,5,56,-
1966,51,-,5,2,-,60,5,17,-,-,-,-,-,-,18,5,13,-,-,-,5,5,11,32,1,-,-,-,-,-,-,-,-,18,-,7,16,-,25,-,1,-,-,2,1,1,1,6,40,4,58,-
1966,52,2,-,15,-,24,6,-,-,-,4,-,3,-,3,2,19,-,3,-,4,1,8,12,1,-,-,-,-,-,-,-,-,12,-,8,7,-,10,3,2,-,-,15,1,-,-,12,15,4,38,-
1967,1,-,-,6,3,25,3,23,-,-,16,-,2,-,10,14,8,-,10,-,10,10,6,6,1,-,-,-,-,-,-,-,-,23,-,1,4,-,9,-,4,-,-,8,-,1,-,1,23,8,14,-
1967,2,-,5,14,1,56,1,32,-,-,10,-,3,37,11,5,6,-,5,-,17,3,25,42,4,-,1,1,-,-,-,-,-,17,-,5,8,-,39,1,5,-,-,9,26,-,-,1,46,15,52,-
1967,3,35,3,17,-,95,8,32,-,-,7,-,210,-,24,13,34,-,24,-,12,1,43,18,-,-,-,4,-,-,-,-,-,41,-,1,9,-,28,2,2,-,-,6,1,1,-,2,98,17,62,-
1967,4,22,4,-,-,117,13,25,3,-,41,-,3,-,16,6,25,-,1,-,6,1,21,40,-,-,-,11,-,-,-,-,-,23,-,7,10,-,17,-,3,5,-,19,-,5,-,14,163,21,-,-
1967,5,29,-,22,-,168,33,43,6,-,43,-,5,-,16,5,65,-,51,-,40,1,33,25,-,-,-,3,-,-,-,-,-,32,-,-,9,-,17,-,11,-,-,30,4,7,2,3,70,5,71,-
1967,6,61,2,-,5,244,32,54,-,-,20,-,24,4,37,-,47,-,3,-,57,9,12,44,3,-,2,7,-,-,1,-,-,24,-,7,10,-,21,-,4,4,-,13,59,3,-,8,75,15,91,-
1967,7,-,-,-,-,189,35,33,2,-,25,-,4,-,196,25,49,-,50,-,39,77,48,48,2,-,-,2,-,-,-,-,-,37,-,11,16,-,79,2,3,-,-,34,45,3,1,15,116,8,94,-
1967,8,4,2,18,-,200,79,53,-,-,21,-,13,1,24,9,74,-,5,-,30,5,28,33,3,-,6,1,-,-,-,-,-,29,-,4,47,-,38,-,3,2,-,18,19,5,-,15,95,11,78,-
1967,9,1,-,8,3,355,64,46,2,1,27,-,10,-,29,16,46,-,88,-,10,46,16,71,-,-,2,8,-,-,1,-,-,41,-,2,20,-,46,1,5,1,-,24,38,4,-,5,65,12,95,-
1967,10,4,3,86,-,315,126,45,3,-,44,-,10,-,20,25,101,-,105,-,19,85,51,79,7,-,-,7,-,-,1,-,-,42,-,3,12,-,57,1,2,32,-,39,31,2,-,32,163,7,96,-
1967,11,2,1,-,2,347,118,43,2,-,69,-,-,-,-,24,91,-,117,-,56,44,25,61,1,-,1,3,-,-,1,-,-,61,-,14,22,-,49,1,4,22,-,50,56,-,-,18,116,-,96,-
1967,12,-,5,44,1,296,93,46,4,1,97,-,-,-,25,27,74,-,61,-,77,8,39,84,-,-,6,5,-,-,4,-,-,51,-,14,7,-,40,-,2,21,-,99,43,2,1,29,65,22,105,-
1967,13,3,2,26,-,315,97,56,-,1,33,-,7,6,28,58,83,-,61,-,18,15,36,87,2,-,1,6,-,-,4,-,-,65,-,2,15,-,44,2,9,13,-,84,39,2,-,39,113,4,93,-
1967,14,27,2,28,-,347,76,51,5,-,50,-,8,3,35,45,164,-,1,-,27,55,60,42,2,-,103,37,-,-,2,-,-,89,-,11,22,-,20,-,13,46,-,64,35,13,1,12,132,25,126,-
1967,15,1,9,24,-,384,73,60,3,-,64,-,80,4,56,34,53,-,13,-,14,15,57,99,7,-,6,28,3,-,6,-,-,80,-,9,53,-,55,1,18,21,2,103,17,2,-,34,77,7,129,-
1967,16,5,33,59,-,402,59,67,6,-,61,-,13,-,122,28,60,-,256,-,16,12,38,101,4,-,3,7,2,-,-,-,-,73,-,1,31,-,102,1,2,1,-,40,29,1,19,53,126,5,127,-
1967,17,3,-,69,-,444,25,64,1,-,62,-,10,2,41,28,159,-,248,-,19,18,52,104,-,-,2,2,-,-,3,-,-,78,-,6,21,-,22,2,11,8,-,69,31,2,7,12,130,14,117,-
1967,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1967,19,1,45,67,-,564,60,56,1,-,50,-,31,-,53,25,138,-,167,-,22,15,118,149,2,-,5,12,17,-,16,-,-,68,-,13,22,-,25,1,9,-,-,58,2,1,30,9,141,19,116,-
1967,20,-,-,38,-,535,93,68,1,-,57,-,14,-,139,20,71,-,162,-,16,15,38,94,-,-,57,6,-,-,-,-,-,92,-,5,20,-,26,35,40,-,-,44,22,5,2,28,179,56,140,-
1967,21,1,2,58,-,516,95,70,-,-,41,-,13,-,38,22,73,-,32,-,10,18,117,76,8,-,-,2,16,-,34,-,-,94,-,6,23,-,22,-,6,3,-,55,14,-,21,49,237,22,206,-
1967,22,1,-,44,-,649,104,106,1,-,45,-,12,2,55,11,61,-,15,-,29,-,47,62,6,-,2,1,2,-,38,-,-,66,-,5,27,-,7,-,39,7,-,51,58,3,36,30,195,11,163,-
1967,23,-,-,57,-,670,79,84,1,-,14,-,2,-,57,-,78,-,13,-,51,16,43,86,2,-,3,-,7,-,17,-,-,81,-,1,45,-,12,3,33,1,-,58,-,3,-,25,108,44,156,-
1967,24,1,5,44,-,473,116,57,12,-,27,-,10,6,137,-,6,-,171,-,36,11,60,114,8,-,1,7,1,-,25,-,-,95,-,5,43,-,31,-,36,1,-,22,10,-,34,19,35,22,124,-
1967,25,-,3,50,-,295,48,101,5,-,22,-,9,-,31,17,7,-,82,-,21,12,67,65,2,-,3,4,-,-,21,-,-,110,-,2,12,-,27,-,24,11,-,22,8,-,14,18,7,16,94,-
1967,26,-,1,33,-,161,52,66,2,1,18,-,-,-,25,9,4,-,8,-,21,3,53,52,1,-,8,3,-,-,13,-,-,172,-,-,4,-,12,2,7,-,-,27,2,3,1,45,22,9,54,-
1967,27,1,3,33,-,133,19,28,2,-,7,-,3,-,4,11,13,1,3,-,6,6,47,37,-,-,-,-,6,-,2,-,-,79,-,10,9,-,8,-,4,1,-,22,15,-,8,23,8,20,35,-
1967,28,2,-,-,-,55,25,12,-,-,10,-,4,-,47,3,4,-,7,-,14,3,14,14,-,-,10,3,-,-,-,-,-,66,-,3,3,-,6,1,4,2,-,14,5,-,15,-,2,19,27,-
1967,29,-,6,18,-,34,12,17,-,-,4,-,-,1,8,15,2,-,115,-,12,2,11,40,-,-,-,-,-,-,-,-,-,40,-,-,4,-,4,-,3,7,-,13,1,-,-,25,8,11,25,-
1967,30,-,15,8,-,25,7,19,8,-,3,-,7,-,9,4,2,-,59,-,8,10,23,15,1,-,-,2,5,-,-,-,-,37,-,1,8,-,6,-,4,-,-,2,1,1,1,34,2,-,-,-
1967,31,2,13,3,-,23,7,3,-,-,7,-,-,-,1,10,5,-,-,-,8,2,10,14,-,-,-,3,-,-,-,-,-,22,-,2,1,-,4,-,-,-,-,2,2,1,-,4,6,9,39,-
1967,32,1,4,2,-,23,15,11,-,-,9,-,9,-,7,-,1,-,3,-,4,-,28,14,1,-,-,2,1,-,-,-,-,12,-,2,4,-,4,2,1,2,-,8,-,1,1,2,-,1,12,-
1967,33,1,5,2,-,23,5,12,-,-,10,-,1,-,7,14,1,-,58,-,2,-,2,3,1,-,-,1,-,-,-,-,-,26,-,-,8,-,11,1,3,2,-,16,-,-,-,3,7,2,26,-
1967,34,-,2,1,-,27,12,11,1,-,8,-,1,-,-,1,1,-,1,-,1,2,5,7,1,-,-,1,-,-,-,-,-,23,-,5,5,-,9,-,5,1,-,18,-,-,-,3,1,-,25,-
1967,35,-,2,6,-,21,7,12,-,-,1,-,1,-,3,1,-,-,-,-,2,2,2,2,-,-,-,-,-,-,-,-,-,29,-,3,4,-,3,-,-,1,-,2,-,-,-,1,5,3,20,-
1967,36,-,-,4,-,18,10,12,-,-,7,-,2,-,2,-,2,-,1,-,4,-,1,9,-,-,-,-,-,-,-,-,-,6,-,-,2,-,7,2,6,3,-,13,-,2,2,2,-,6,-,-
1967,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1967,38,2,1,-,-,22,14,15,-,-,3,-,2,-,2,2,4,-,3,-,1,3,7,4,2,-,-,1,2,-,-,-,-,11,-,-,6,-,2,-,3,-,-,4,-,1,-,2,9,9,9,-
1967,39,-,6,-,-,19,5,11,-,1,12,-,7,-,6,2,19,-,7,-,6,1,1,7,-,-,-,2,-,-,-,-,-,13,-,-,4,-,3,-,-,1,1,5,-,-,-,-,18,14,20,-
1967,40,1,1,5,-,22,1,10,1,-,1,-,8,-,11,-,12,-,1,-,10,1,5,8,-,-,-,-,-,-,-,3,-,22,-,-,9,-,3,-,2,-,-,4,-,1,3,-,20,5,23,-
1967,41,1,8,4,-,36,5,15,-,-,6,-,1,-,10,1,10,-,14,-,4,-,5,10,3,-,-,-,3,-,1,9,-,15,-,-,4,-,14,6,3,-,-,14,1,-,3,3,24,2,13,-
1967,42,-,12,5,-,45,25,25,-,-,8,-,1,-,5,13,12,-,-,-,1,2,9,38,-,-,-,1,4,-,-,5,-,13,-,1,11,-,10,-,2,-,-,12,-,-,3,3,36,-,26,-
1967,43,-,16,4,-,48,7,20,-,-,4,-,-,-,3,3,22,-,1,-,1,6,5,24,-,-,-,1,6,-,-,9,-,19,-,-,13,-,4,3,4,-,-,3,1,3,1,-,32,11,11,-
1967,44,-,2,13,-,44,3,15,-,1,30,-,6,-,4,4,11,-,22,-,3,-,10,-,1,-,1,1,-,-,-,12,-,15,-,1,4,-,4,4,1,-,-,4,-,2,1,-,-,13,18,-
1967,45,-,6,6,1,31,12,25,-,-,6,-,1,-,5,2,10,-,1,-,17,4,7,24,1,-,-,-,3,-,-,5,-,10,-,1,7,-,6,2,5,-,-,6,-,-,2,3,27,14,25,-
1967,46,1,14,6,-,38,2,18,-,1,3,-,7,-,18,1,15,-,3,-,5,-,9,29,-,-,-,-,1,-,-,6,-,19,-,-,27,-,7,1,3,1,-,3,4,-,-,-,23,10,32,-
1967,47,-,30,3,-,31,5,16,1,-,5,-,-,-,7,10,14,-,-,-,4,2,6,15,2,-,-,-,1,-,-,2,-,15,-,-,3,-,6,1,-,1,-,19,-,-,-,-,29,10,34,-
1967,48,-,11,3,1,20,3,18,1,-,10,-,2,-,8,4,9,-,1,-,3,-,6,37,-,-,-,2,2,-,-,12,-,17,-,-,1,-,20,-,3,1,-,18,-,-,-,5,16,2,27,-
1967,49,-,16,15,-,58,13,13,-,-,2,-,2,-,8,8,23,-,5,-,5,-,9,37,2,-,-,1,-,-,-,21,-,16,-,4,19,-,8,1,10,-,-,8,3,-,4,11,36,9,42,-
1967,50,1,4,15,-,46,7,34,-,-,15,-,-,1,17,8,23,-,-,-,10,30,8,28,4,-,-,-,3,-,1,6,-,26,-,1,9,-,3,1,4,-,-,8,-,-,1,3,46,15,30,4
1967,51,-,11,1,-,37,5,17,-,-,11,-,-,3,16,8,7,-,-,-,3,2,21,39,2,-,1,4,8,-,-,10,-,22,-,2,45,-,20,1,1,-,-,12,-,2,-,1,25,7,31,-
1967,52,-,1,7,-,21,3,55,-,-,1,-,-,-,16,3,16,-,1,-,5,8,8,20,3,-,-,2,1,5,-,2,-,14,-,1,11,-,13,1,1,1,-,9,-,-,-,3,53,3,18,-
1968,1,2,22,1,-,29,-,23,1,-,8,-,2,-,5,2,13,-,-,-,7,1,6,13,-,-,1,-,2,-,-,-,-,26,-,2,3,-,22,1,5,-,-,21,-,-,2,2,37,11,29,-
1968,2,-,2,10,-,40,6,26,-,-,10,-,3,-,25,4,16,4,9,-,7,1,18,25,1,-,-,3,-,-,-,8,1,70,-,5,8,-,18,1,7,3,-,30,10,-,-,2,28,6,40,-
1968,3,11,5,13,-,81,8,28,1,-,-,-,-,58,17,9,27,9,-,1,2,5,14,46,5,-,-,4,-,-,-,10,5,50,-,11,12,-,14,-,-,2,-,12,15,1,-,14,73,3,33,-
1968,4,-,4,2,-,79,15,35,1,-,11,-,3,-,7,5,20,-,4,-,6,2,41,26,-,-,-,2,-,-,-,18,-,41,-,1,21,-,20,3,20,2,-,15,25,-,-,2,29,19,64,3
1968,5,11,12,4,-,106,17,54,-,-,18,-,3,-,28,17,28,10,27,1,13,3,82,35,2,-,1,8,-,-,-,24,3,49,-,2,18,-,12,-,8,-,-,28,24,-,5,5,65,8,46,3
1968,6,-,6,10,-,124,13,61,2,-,12,-,26,2,50,10,49,14,9,-,9,2,77,44,3,-,-,3,1,-,-,22,2,48,-,8,9,-,13,-,-,-,-,13,78,2,-,12,51,13,63,-
1968,7,-,8,31,-,74,5,83,-,-,-,-,4,-,30,7,51,18,15,4,6,7,77,55,10,-,-,6,-,-,5,102,4,61,-,4,18,-,17,2,18,-,-,25,47,2,-,64,42,15,69,-
1968,8,7,23,6,-,92,17,70,-,-,12,-,2,1,116,33,53,-,27,1,5,12,78,59,-,-,-,6,1,-,3,60,2,51,-,9,56,-,27,1,42,-,-,32,54,4,3,4,61,14,75,-
1968,9,31,3,45,-,83,38,55,2,-,14,-,10,-,98,35,85,9,17,3,24,13,57,71,4,-,2,4,-,-,3,46,6,76,-,9,42,7,12,1,-,8,-,33,56,17,5,16,156,13,71,1
1968,10,1,4,-,-,208,17,87,-,-,15,-,8,3,34,16,57,2,9,3,9,18,58,58,4,-,12,2,2,-,-,111,-,74,-,5,36,-,13,1,47,5,-,14,94,2,1,30,114,15,116,-
1968,11,14,8,31,-,165,22,130,-,-,16,-,6,4,997,10,91,2,11,2,35,41,162,35,1,-,-,-,2,-,-,48,3,117,-,6,53,-,25,3,-,15,-,17,114,-,-,26,87,15,62,-
1968,12,-,8,18,-,191,51,128,6,-,45,-,18,-,56,21,53,1,7,1,25,40,98,96,1,-,13,-,-,-,3,56,9,134,-,7,87,-,16,-,32,12,-,26,155,2,9,23,113,7,104,-
1968,13,3,12,21,-,120,47,111,2,-,47,-,8,1,148,21,59,3,18,1,7,14,284,42,5,-,4,3,3,-,1,119,5,197,-,6,60,-,4,-,63,6,-,48,226,-,2,22,54,5,129,1
1968,14,14,8,17,2,343,55,127,1,2,58,-,26,2,205,39,123,-,12,1,5,4,121,43,3,-,-,2,-,-,3,169,2,198,-,5,163,-,19,-,141,56,-,62,190,3,3,27,81,20,107,3
1968,15,77,14,24,-,355,62,136,-,-,124,-,11,-,295,32,120,-,173,1,10,19,172,50,1,-,1,3,-,-,1,124,5,205,-,3,83,-,9,1,79,1,-,40,89,-,5,28,67,45,142,-
1968,16,10,-,12,-,169,22,179,2,2,66,-,6,3,113,10,41,20,24,-,24,8,89,59,-,-,1,3,1,-,7,64,-,206,-,17,135,-,27,7,160,13,-,65,135,-,-,12,55,59,89,-
1968,17,33,1,16,-,194,32,110,2,1,237,-,21,1,33,11,98,-,52,9,21,5,87,57,4,-,1,2,-,-,1,38,6,169,-,-,99,-,8,1,86,14,-,56,135,2,-,54,74,58,72,-
1968,18,68,2,27,-,246,42,116,9,-,145,-,9,1,175,87,81,-,19,3,48,29,185,43,1,-,-,1,1,-,3,68,2,208,-,8,153,-,16,30,92,62,-,76,132,5,-,17,56,43,197,-
1968,19,16,11,23,-,229,50,113,4,-,101,-,9,2,230,48,201,11,37,1,30,19,238,83,2,-,1,-,1,-,7,51,4,193,-,13,85,-,12,10,-,3,-,47,114,1,3,24,63,53,131,-
1968,20,23,1,40,-,316,31,174,4,1,55,-,10,-,122,42,188,9,112,5,20,7,302,58,-,-,4,-,-,-,6,69,3,196,-,7,170,-,27,18,70,6,-,38,139,1,3,31,55,30,152,-
1968,21,22,-,29,-,153,37,134,7,-,111,-,4,-,85,26,64,-,30,8,14,9,173,71,6,-,1,2,-,-,6,121,11,191,-,16,320,-,11,6,69,5,-,42,90,3,5,14,63,24,148,-
1968,22,-,4,23,-,205,22,117,8,-,28,-,7,10,24,35,115,-,16,2,6,9,152,58,1,-,16,-,-,-,7,51,2,212,-,10,96,-,11,2,59,1,-,44,102,6,-,27,59,36,111,-
